G,AB,H,HR,BB,SO,SB,2B,3B,OPS,OBP,SLG,wOBA,AVG,OBP,SLG,OPS,ISO,BABIP,BB%,K%,BB/K,HR/FB,wOBA,wRC,wRC+,WAR,LD%,GB%,FB%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrel%,HardHit%,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,SwStr%,Zone%,F-Strike%,OPS_target
153,557,140,15,32,112,30,27,5,0.712,0.314,0.399,0.309,0.251,0.314,0.399,0.712,0.147,0.289,0.052000000000000005,0.182,0.29,0.092,0.309,70,96,3.8,0.174,0.45299999999999996,0.373,0.431,0.32299999999999995,0.24600000000000002,0.217,0.515,0.268,84.8,13.1,0.055,0.27,0.42700000000000005,0.7040000000000001,0.539,0.6890000000000001,0.8440000000000001,0.7709999999999999,0.12300000000000001,0.40399999999999997,0.596,0.712
158,596,163,25,67,98,13,28,2,0.8,0.347,0.453,0.346,0.273,0.347,0.453,0.8,0.18,0.288,0.1,0.146,0.68,0.126,0.346,97,120,3.6,0.21100000000000002,0.392,0.396,0.366,0.384,0.25,0.12300000000000001,0.5489999999999999,0.32799999999999996,89.7,15.1,0.079,0.40299999999999997,0.295,0.711,0.467,0.687,0.878,0.8079999999999999,0.09,0.414,0.621,0.8
126,457,134,21,80,119,11,29,1,0.9,0.401,0.499,0.384,0.293,0.401,0.499,0.9,0.206,0.352,0.147,0.218,0.67,0.204,0.384,96,143,3.5,0.249,0.447,0.305,0.374,0.371,0.254,0.146,0.447,0.406,91.8,9.1,0.152,0.46799999999999997,0.366,0.7959999999999999,0.512,0.528,0.831,0.688,0.16,0.33899999999999997,0.579,0.9
120,495,134,14,22,120,23,26,2,0.731,0.315,0.416,0.316,0.271,0.315,0.416,0.731,0.145,0.331,0.042,0.226,0.18,0.109,0.316,64,100,3.5,0.21100000000000002,0.441,0.349,0.47700000000000004,0.302,0.22,0.192,0.504,0.304,85.9,10.8,0.048,0.337,0.4,0.6779999999999999,0.511,0.657,0.9209999999999999,0.7959999999999999,0.10400000000000001,0.397,0.6579999999999999,0.731
162,598,139,22,70,214,2,29,0,0.714,0.323,0.391,0.313,0.232,0.323,0.391,0.714,0.159,0.314,0.10099999999999999,0.308,0.33,0.129,0.313,82,104,3.5,0.228,0.33899999999999997,0.433,0.46799999999999997,0.332,0.2,0.129,0.504,0.36700000000000005,90.3,18.9,0.127,0.43,0.264,0.685,0.445,0.508,0.804,0.7040000000000001,0.132,0.43,0.602,0.714
153,580,157,33,62,126,5,34,0,0.851,0.351,0.5,0.359,0.271,0.351,0.5,0.851,0.229,0.292,0.095,0.192,0.49,0.184,0.359,102,124,3.4,0.18,0.428,0.39299999999999996,0.41100000000000003,0.348,0.24100000000000002,0.153,0.433,0.414,93.1,12.4,0.127,0.547,0.361,0.7909999999999999,0.525,0.708,0.7979999999999999,0.76,0.126,0.382,0.59,0.851
154,593,159,25,87,161,11,31,0,0.81,0.363,0.447,0.35,0.268,0.363,0.447,0.81,0.179,0.327,0.127,0.23399999999999999,0.54,0.154,0.35,102,122,3.4,0.21600000000000003,0.41100000000000003,0.37200000000000005,0.331,0.35200000000000004,0.317,0.14,0.478,0.382,91.3,12.8,0.11900000000000001,0.507,0.29100000000000004,0.638,0.439,0.682,0.7979999999999999,0.754,0.10800000000000001,0.42700000000000005,0.607,0.81
158,580,144,21,99,153,14,35,4,0.791,0.36,0.431,0.345,0.248,0.36,0.431,0.791,0.183,0.299,0.14300000000000002,0.221,0.65,0.131,0.345,100,120,3.4,0.213,0.41700000000000004,0.37,0.376,0.36700000000000005,0.256,0.155,0.5329999999999999,0.312,89.9,13.0,0.09,0.39,0.268,0.687,0.444,0.633,0.845,0.7709999999999999,0.102,0.42,0.593,0.791
138,543,140,30,50,109,3,21,0,0.782,0.319,0.462,0.334,0.258,0.319,0.462,0.782,0.204,0.268,0.083,0.18100000000000002,0.46,0.153,0.334,81,113,3.4,0.152,0.402,0.445,0.384,0.35,0.266,0.166,0.475,0.359,91.0,15.0,0.105,0.45899999999999996,0.32,0.727,0.493,0.637,0.8590000000000001,0.7759999999999999,0.11,0.424,0.622,0.782
147,574,203,10,35,34,3,30,3,0.861,0.393,0.469,0.369,0.354,0.393,0.469,0.861,0.115,0.362,0.057,0.055,1.03,0.065,0.369,101,130,3.3,0.285,0.429,0.287,0.29600000000000004,0.392,0.313,0.099,0.603,0.298,88.3,11.5,0.035,0.252,0.35700000000000004,0.688,0.508,0.914,0.953,0.938,0.031,0.45399999999999996,0.601,0.861
149,553,120,24,71,165,5,29,2,0.717,0.31,0.407,0.311,0.217,0.31,0.407,0.717,0.19,0.259,0.111,0.259,0.43,0.136,0.311,74,94,3.3,0.193,0.36,0.447,0.46399999999999997,0.358,0.17800000000000002,0.183,0.46399999999999997,0.353,87.4,18.2,0.124,0.361,0.35600000000000004,0.736,0.499,0.565,0.835,0.715,0.142,0.377,0.603,0.717
144,530,145,40,57,134,0,29,1,0.905,0.346,0.558,0.381,0.274,0.346,0.558,0.905,0.285,0.293,0.096,0.226,0.43,0.247,0.381,103,140,3.2,0.196,0.397,0.40700000000000003,0.43200000000000005,0.28600000000000003,0.281,0.131,0.455,0.415,91.8,15.6,0.166,0.49,0.325,0.718,0.485,0.595,0.851,0.7490000000000001,0.122,0.405,0.6,0.905
138,515,147,20,59,130,6,31,6,0.842,0.357,0.485,0.358,0.285,0.357,0.485,0.842,0.2,0.341,0.10099999999999999,0.223,0.45,0.14800000000000002,0.358,90,128,3.2,0.22399999999999998,0.431,0.344,0.39799999999999996,0.37799999999999995,0.22399999999999998,0.14,0.48200000000000004,0.37799999999999995,91.4,10.8,0.105,0.48,0.235,0.624,0.409,0.6859999999999999,0.865,0.8079999999999999,0.078,0.447,0.599,0.842
140,505,127,22,53,127,8,39,3,0.807,0.336,0.471,0.346,0.251,0.336,0.471,0.807,0.22,0.292,0.092,0.22,0.42,0.142,0.346,83,118,3.2,0.19399999999999998,0.401,0.406,0.455,0.319,0.225,0.162,0.524,0.314,88.3,14.1,0.078,0.363,0.32,0.6990000000000001,0.473,0.654,0.872,0.784,0.102,0.40299999999999997,0.578,0.807
157,628,168,28,36,176,20,36,3,0.783,0.315,0.468,0.334,0.268,0.315,0.468,0.783,0.201,0.325,0.053,0.258,0.2,0.16399999999999998,0.334,92,110,3.2,0.187,0.44,0.373,0.512,0.29600000000000004,0.192,0.192,0.455,0.353,88.5,10.8,0.096,0.405,0.306,0.621,0.436,0.644,0.897,0.7929999999999999,0.09,0.413,0.603,0.783
124,494,134,15,28,104,10,31,7,0.762,0.309,0.453,0.324,0.271,0.309,0.453,0.762,0.182,0.315,0.053,0.198,0.27,0.098,0.324,67,100,3.2,0.191,0.418,0.39,0.31,0.374,0.316,0.102,0.529,0.369,92.2,13.2,0.07400000000000001,0.483,0.33299999999999996,0.627,0.455,0.6559999999999999,0.924,0.81,0.086,0.41600000000000004,0.613,0.762
158,638,171,5,70,75,21,36,7,0.71,0.34,0.37,0.313,0.268,0.34,0.37,0.71,0.102,0.294,0.09699999999999999,0.10400000000000001,0.93,0.03,0.313,84,99,3.2,0.253,0.45,0.297,0.3,0.386,0.314,0.132,0.684,0.184,86.0,10.7,0.011000000000000001,0.188,0.248,0.604,0.41,0.797,0.956,0.904,0.039,0.455,0.62,0.71
151,551,140,23,80,156,22,19,3,0.789,0.364,0.425,0.347,0.254,0.364,0.425,0.789,0.171,0.31,0.122,0.239,0.51,0.14800000000000002,0.347,95,125,3.0,0.18100000000000002,0.43,0.389,0.41,0.363,0.228,0.135,0.48,0.385,91.7,11.3,0.12300000000000001,0.48,0.3,0.635,0.43,0.637,0.789,0.7240000000000001,0.11900000000000001,0.39,0.604,0.789
117,426,111,14,72,99,11,23,1,0.784,0.367,0.418,0.344,0.261,0.367,0.418,0.784,0.157,0.307,0.14300000000000002,0.19699999999999998,0.73,0.136,0.344,72,118,3.0,0.18899999999999997,0.49700000000000005,0.314,0.34700000000000003,0.408,0.245,0.14800000000000002,0.489,0.363,89.1,7.2,0.08800000000000001,0.37799999999999995,0.204,0.545,0.353,0.723,0.8909999999999999,0.836,0.057999999999999996,0.43799999999999994,0.545,0.784
140,509,122,17,62,165,4,39,2,0.755,0.33,0.424,0.328,0.24,0.33,0.424,0.755,0.185,0.319,0.107,0.284,0.38,0.099,0.328,76,110,3.0,0.156,0.35,0.494,0.39299999999999996,0.373,0.23399999999999999,0.162,0.436,0.402,93.5,18.5,0.171,0.561,0.225,0.6920000000000001,0.433,0.598,0.7829999999999999,0.73,0.11699999999999999,0.446,0.606,0.755
154,568,123,46,65,151,4,21,2,0.821,0.318,0.504,0.346,0.217,0.318,0.504,0.821,0.287,0.205,0.099,0.22899999999999998,0.43,0.22899999999999998,0.346,95,121,2.8,0.157,0.366,0.47700000000000004,0.444,0.325,0.23,0.16399999999999998,0.489,0.34700000000000003,89.5,18.2,0.147,0.39899999999999997,0.302,0.6409999999999999,0.43700000000000006,0.647,0.846,0.764,0.10300000000000001,0.39899999999999997,0.5870000000000001,0.821
150,577,152,10,43,129,13,32,3,0.705,0.324,0.381,0.31,0.263,0.324,0.381,0.705,0.118,0.323,0.068,0.203,0.33,0.085,0.31,73,97,2.8,0.191,0.5429999999999999,0.266,0.449,0.34,0.21100000000000002,0.151,0.5489999999999999,0.3,88.0,5.5,0.04,0.35100000000000003,0.381,0.754,0.529,0.531,0.897,0.738,0.139,0.397,0.64,0.705
125,485,127,26,25,136,0,30,3,0.803,0.306,0.497,0.339,0.262,0.306,0.497,0.803,0.235,0.308,0.048,0.26,0.18,0.191,0.339,73,114,2.7,0.192,0.424,0.384,0.415,0.35600000000000004,0.22899999999999998,0.175,0.469,0.35600000000000004,89.9,11.8,0.11,0.46299999999999997,0.38299999999999995,0.706,0.517,0.564,0.84,0.72,0.14400000000000002,0.414,0.627,0.803
122,478,127,23,30,151,1,25,1,0.781,0.315,0.467,0.334,0.266,0.315,0.467,0.781,0.201,0.34,0.057999999999999996,0.293,0.2,0.17800000000000002,0.334,70,112,2.7,0.243,0.365,0.392,0.368,0.39799999999999996,0.23399999999999999,0.076,0.514,0.41,91.8,15.0,0.11900000000000001,0.47100000000000003,0.361,0.742,0.519,0.584,0.84,0.736,0.13699999999999998,0.414,0.672,0.781
161,623,163,17,93,165,1,38,3,0.775,0.36,0.414,0.34,0.262,0.36,0.414,0.775,0.152,0.329,0.128,0.228,0.56,0.12300000000000001,0.34,101,117,2.7,0.223,0.47700000000000004,0.299,0.29100000000000004,0.401,0.308,0.163,0.47700000000000004,0.36,89.8,7.2,0.065,0.414,0.26,0.685,0.43799999999999994,0.675,0.8959999999999999,0.82,0.079,0.419,0.565,0.775
144,560,149,26,41,101,3,26,2,0.774,0.315,0.459,0.327,0.266,0.315,0.459,0.774,0.193,0.279,0.067,0.165,0.41,0.138,0.327,79,106,2.7,0.20800000000000002,0.38799999999999996,0.405,0.501,0.304,0.195,0.16699999999999998,0.495,0.33799999999999997,88.8,16.9,0.073,0.381,0.368,0.6709999999999999,0.485,0.6890000000000001,0.919,0.812,0.091,0.38799999999999996,0.5820000000000001,0.774
135,482,102,36,85,153,1,17,1,0.808,0.333,0.475,0.344,0.212,0.333,0.475,0.808,0.263,0.221,0.147,0.264,0.56,0.218,0.344,83,118,2.6,0.17300000000000001,0.33399999999999996,0.493,0.531,0.284,0.185,0.134,0.49,0.376,91.2,21.7,0.146,0.46,0.26,0.596,0.392,0.578,0.8140000000000001,0.7190000000000001,0.11,0.39299999999999996,0.584,0.808
153,591,152,28,55,152,5,41,1,0.797,0.325,0.472,0.34,0.257,0.325,0.472,0.797,0.215,0.299,0.084,0.23199999999999998,0.36,0.127,0.34,92,119,2.6,0.153,0.35,0.49700000000000005,0.46,0.327,0.212,0.19399999999999998,0.418,0.38799999999999996,90.6,20.2,0.102,0.46,0.377,0.6779999999999999,0.491,0.708,0.8590000000000001,0.787,0.10400000000000001,0.37799999999999995,0.627,0.797
144,447,100,26,75,172,13,21,2,0.793,0.339,0.454,0.341,0.224,0.339,0.454,0.793,0.23,0.29,0.14,0.322,0.44,0.17300000000000001,0.341,75,112,2.6,0.18600000000000003,0.27899999999999997,0.536,0.41600000000000004,0.36700000000000005,0.217,0.17800000000000002,0.48,0.342,90.5,22.4,0.157,0.434,0.22,0.625,0.389,0.527,0.8140000000000001,0.72,0.109,0.418,0.537,0.793
144,520,143,16,38,141,5,36,2,0.769,0.325,0.444,0.33,0.275,0.325,0.444,0.769,0.169,0.345,0.067,0.249,0.27,0.11,0.33,74,112,2.5,0.16899999999999998,0.451,0.38,0.406,0.35200000000000004,0.242,0.146,0.49700000000000005,0.35700000000000004,89.4,10.4,0.08900000000000001,0.401,0.335,0.653,0.465,0.5589999999999999,0.867,0.735,0.12300000000000001,0.40700000000000003,0.629,0.769
139,488,129,17,39,102,1,25,0,0.741,0.321,0.42,0.321,0.264,0.321,0.42,0.741,0.156,0.301,0.073,0.191,0.38,0.14800000000000002,0.321,66,100,2.4,0.16699999999999998,0.537,0.29600000000000004,0.43200000000000005,0.342,0.226,0.198,0.486,0.316,88.2,5.4,0.069,0.409,0.287,0.688,0.461,0.643,0.8440000000000001,0.773,0.10400000000000001,0.434,0.632,0.741
143,511,136,14,35,117,14,31,3,0.733,0.312,0.421,0.316,0.266,0.312,0.421,0.733,0.155,0.318,0.063,0.21100000000000002,0.3,0.10400000000000001,0.316,66,100,2.4,0.221,0.442,0.337,0.302,0.39899999999999997,0.299,0.142,0.541,0.317,90.1,10.2,0.07200000000000001,0.424,0.32299999999999995,0.716,0.491,0.621,0.8690000000000001,0.775,0.11,0.42700000000000005,0.626,0.733
156,585,158,10,39,65,10,25,4,0.711,0.333,0.378,0.314,0.27,0.333,0.378,0.711,0.108,0.288,0.06,0.1,0.6,0.051,0.314,77,100,2.4,0.201,0.41700000000000004,0.382,0.413,0.331,0.257,0.18600000000000003,0.606,0.207,86.0,14.4,0.013000000000000001,0.27,0.33799999999999997,0.7659999999999999,0.526,0.774,0.9359999999999999,0.878,0.064,0.439,0.634,0.711
137,479,119,13,35,84,27,25,4,0.705,0.307,0.399,0.306,0.248,0.307,0.399,0.705,0.15,0.275,0.066,0.159,0.42,0.102,0.306,59,92,2.4,0.168,0.51,0.322,0.43,0.363,0.20600000000000002,0.177,0.485,0.33799999999999997,89.1,7.5,0.05,0.386,0.311,0.636,0.456,0.716,0.941,0.856,0.066,0.444,0.619,0.705
151,563,138,18,32,118,47,28,6,0.712,0.3,0.412,0.306,0.245,0.3,0.412,0.712,0.167,0.279,0.052000000000000005,0.192,0.27,0.107,0.306,69,91,2.3,0.182,0.43700000000000006,0.381,0.375,0.38799999999999996,0.237,0.177,0.532,0.29,87.4,13.5,0.069,0.35700000000000004,0.386,0.723,0.53,0.7,0.879,0.805,0.10300000000000001,0.429,0.643,0.712
141,492,123,34,32,149,1,28,1,0.828,0.309,0.518,0.349,0.25,0.309,0.518,0.828,0.268,0.284,0.059000000000000004,0.276,0.21,0.254,0.349,80,120,2.2,0.184,0.429,0.386,0.49,0.32899999999999996,0.182,0.187,0.40299999999999997,0.409,91.9,12.3,0.16699999999999998,0.493,0.413,0.722,0.54,0.506,0.826,0.6829999999999999,0.171,0.413,0.626,0.828
137,463,114,30,49,172,4,20,1,0.817,0.329,0.488,0.348,0.246,0.329,0.488,0.817,0.242,0.317,0.09300000000000001,0.327,0.28,0.21600000000000003,0.348,77,126,2.1,0.193,0.336,0.47100000000000003,0.342,0.41,0.247,0.11900000000000001,0.505,0.376,91.6,17.6,0.156,0.495,0.32,0.664,0.461,0.449,0.7859999999999999,0.649,0.162,0.41100000000000003,0.597,0.817
145,574,151,24,53,138,12,31,5,0.79,0.33,0.46,0.338,0.263,0.33,0.46,0.79,0.197,0.304,0.083,0.21600000000000003,0.38,0.16399999999999998,0.338,88,109,2.1,0.24,0.43,0.33,0.39399999999999996,0.33299999999999996,0.27399999999999997,0.10400000000000001,0.5720000000000001,0.324,90.9,10.9,0.111,0.47100000000000003,0.302,0.7509999999999999,0.474,0.55,0.858,0.737,0.125,0.38299999999999995,0.5670000000000001,0.79
135,489,123,20,35,138,16,28,5,0.762,0.31,0.452,0.324,0.252,0.31,0.452,0.762,0.2,0.307,0.065,0.256,0.25,0.132,0.324,68,102,2.1,0.19899999999999998,0.376,0.424,0.433,0.32899999999999996,0.239,0.146,0.525,0.32899999999999996,89.8,16.6,0.11199999999999999,0.42700000000000005,0.341,0.72,0.503,0.638,0.8340000000000001,0.758,0.122,0.428,0.598,0.762
144,480,119,18,52,152,1,23,1,0.738,0.325,0.413,0.321,0.248,0.325,0.413,0.738,0.165,0.32,0.095,0.278,0.34,0.196,0.321,68,103,2.1,0.198,0.527,0.275,0.413,0.332,0.254,0.12,0.53,0.35,91.1,7.8,0.095,0.44299999999999995,0.303,0.828,0.53,0.49,0.782,0.687,0.165,0.431,0.654,0.738
123,464,126,4,38,115,23,20,4,0.681,0.323,0.358,0.299,0.272,0.323,0.358,0.681,0.086,0.344,0.07400000000000001,0.223,0.33,0.040999999999999995,0.299,54,83,2.1,0.24600000000000002,0.48,0.27399999999999997,0.331,0.39399999999999996,0.275,0.139,0.489,0.37200000000000005,91.8,6.1,0.039,0.506,0.244,0.657,0.429,0.698,0.877,0.82,0.077,0.447,0.645,0.681
158,527,116,20,45,135,16,23,3,0.674,0.285,0.389,0.293,0.22,0.285,0.389,0.674,0.169,0.256,0.077,0.23199999999999998,0.33,0.11199999999999999,0.293,58,85,2.1,0.203,0.325,0.47200000000000003,0.508,0.263,0.23,0.19699999999999998,0.51,0.293,87.8,20.5,0.073,0.36,0.324,0.711,0.494,0.64,0.871,0.7859999999999999,0.105,0.439,0.613,0.674
156,582,158,23,68,139,15,37,3,0.82,0.356,0.464,0.355,0.271,0.356,0.464,0.82,0.192,0.318,0.102,0.209,0.49,0.12,0.355,101,117,1.9,0.195,0.376,0.43,0.436,0.322,0.242,0.166,0.512,0.322,88.7,15.3,0.067,0.371,0.27699999999999997,0.6509999999999999,0.43799999999999994,0.659,0.853,0.7829999999999999,0.095,0.43200000000000005,0.595,0.82
145,551,144,24,33,103,5,35,2,0.772,0.309,0.463,0.329,0.261,0.309,0.463,0.772,0.201,0.282,0.055999999999999994,0.174,0.32,0.15,0.329,78,105,1.9,0.213,0.431,0.35600000000000004,0.4,0.349,0.251,0.142,0.46399999999999997,0.39299999999999996,89.7,10.6,0.084,0.46,0.33399999999999996,0.7,0.49,0.6990000000000001,0.9229999999999999,0.835,0.081,0.426,0.622,0.772
160,625,161,26,38,211,7,29,2,0.741,0.305,0.435,0.317,0.258,0.305,0.435,0.741,0.178,0.342,0.055999999999999994,0.311,0.18,0.166,0.317,82,106,1.9,0.195,0.43200000000000005,0.373,0.382,0.363,0.254,0.157,0.444,0.39899999999999997,91.3,12.3,0.138,0.494,0.385,0.7490000000000001,0.536,0.498,0.7909999999999999,0.669,0.17800000000000002,0.41600000000000004,0.652,0.741
